run_key,seed,epoch,metric,value
gate_config3_L4,113,2,val_loss,4.852190692546004
gate_config3_L4,113,3,val_loss,4.837602512311127
gate_config3_L4,113,4,val_loss,4.875034827297017
gate_config3_L4,113,5,val_loss,4.934962872731483
gate_config3_L4,113,0,train_ppl,356.8964123972942
gate_config3_L4,113,1,train_ppl,128.33960845800786
gate_config3_L4,113,2,train_ppl,79.30734948639952
gate_config3_L4,113,3,train_ppl,56.05894202522288
gate_config3_L4,113,4,train_ppl,42.48720558319637
gate_config3_L4,113,5,train_ppl,33.43623969230541
gate_config3_L4,113,0,val_ppl,196.9456427791222
gate_config3_L4,113,1,val_ppl,140.83690824145782
gate_config3_L4,113,2,val_ppl,128.02053651145562
gate_config3_L4,113,3,val_ppl,126.16650619560409
gate_config3_L4,113,4,val_ppl,130.9787147659869
gate_config3_L4,113,5,val_ppl,139.0679792220226
gate_config3_L4,192,0,train_loss,5.87503032512584
gate_config3_L4,192,1,train_loss,4.860585137949151
gate_config3_L4,192,2,train_loss,4.384601810347226
gate_config3_L4,192,3,train_loss,4.0429110677313
gate_config3_L4,192,4,train_loss,3.766230033615888
gate_config3_L4,192,5,train_loss,3.528478107462495
gate_config3_L4,192,0,val_loss,5.264067413443226
gate_config3_L4,192,1,val_loss,4.941280629675267
gate_config3_L4,192,2,val_loss,4.838028514789323
gate_config3_L4,192,3,val_loss,4.817558735103931
gate_config3_L4,192,4,val_loss,4.854608662047629
gate_config3_L4,192,5,val_loss,4.940484264139402
gate_config3_L4,192,0,train_ppl,356.0354573271202
gate_config3_L4,192,1,train_ppl,129.0997211567663
gate_config3_L4,192,2,train_ppl,80.2062795429022
gate_config3_L4,192,3,train_ppl,56.99200915428652
gate_config3_L4,192,4,train_ppl,43.21683133541619
gate_config3_L4,192,5,train_ppl,34.072074101282986
gate_config3_L4,192,0,val_ppl,193.26598745608285
gate_config3_L4,192,1,val_ppl,139.94935815071884
gate_config3_L4,192,2,val_ppl,126.22026488976415
gate_config3_L4,192,3,val_ppl,123.66282825692636
gate_config3_L4,192,4,val_ppl,128.33046080706964
gate_config3_L4,192,5,val_ppl,139.83795167114928
no_gate_config1_L8,42,0,train_loss_no_gate,5.90055229603234
no_gate_config1_L8,42,1,train_loss_no_gate,4.91520635985722
no_gate_config1_L8,42,2,train_loss_no_gate,4.408544016339011
no_gate_config1_L8,42,3,train_loss_no_gate,4.026649057865143
no_gate_config1_L8,42,4,train_loss_no_gate,3.710644459067765
no_gate_config1_L8,42,5,train_loss_no_gate,3.4376335822172086
no_gate_config1_L8,42,0,val_loss_no_gate,5.3238427527880265
no_gate_config1_L8,42,1,val_loss_no_gate,4.955128200983597
no_gate_config1_L8,42,2,val_loss_no_gate,4.827545519602501
no_gate_config1_L8,42,3,val_loss_no_gate,4.803355327097036
no_gate_config1_L8,42,4,val_loss_no_gate,4.8321888749882325
no_gate_config1_L8,42,5,val_loss_no_gate,4.909597299866757
no_gate_config1_L8,42,0,train_ppl_no_gate,365.23913229459225
no_gate_config1_L8,42,1,train_ppl_no_gate,136.3474435385888
no_gate_config1_L8,42,2,train_ppl_no_gate,82.14976766827708
no_gate_config1_L8,42,3,train_ppl_no_gate,56.07269970818841
no_gate_config1_L8,42,4,train_ppl_no_gate,40.880143618736554
no_gate_config1_L8,42,5,train_ppl_no_gate,31.1132440495091
no_gate_config1_L8,42,0,val_ppl_no_gate,205.17078970288347
no_gate_config1_L8,42,1,val_ppl_no_gate,141.90079702865583
no_gate_config1_L8,42,2,val_ppl_no_gate,124.90400966298375
no_gate_config1_L8,42,3,val_ppl_no_gate,121.91880947636137
no_gate_config1_L8,42,4,val_ppl_no_gate,125.48533196750023
no_gate_config1_L8,42,5,val_ppl_no_gate,135.58480339487915
no_gate_config1_L8,113,0,train_loss_no_gate,5.899210235830081
no_gate_config1_L8,113,1,train_loss_no_gate,4.91932303559477
no_gate_config1_L8,113,2,train_loss_no_gate,4.413584847445205
